Call Sign,Call Sign.1,Vessel Name,Ship Type,Flag,Vessel Max Draft,Last Port,Next Port,Current Location,Enter Location,Exit Location,IMO,Berth,ATA,EDT,ADT,ETA,WaitingTime,MaxDraft,MaxLOA,BerthLength,ATA_day_Friday,ATA_day_Monday,ATA_day_Saturday,ATA_day_Sunday,ATA_day_Thursday,ATA_day_Tuesday,ATA_day_Wednesday,EDT_day_Friday,EDT_day_Monday,EDT_day_Saturday,EDT_day_Sunday,EDT_day_Thursday,EDT_day_Tuesday,EDT_day_Wednesday,ATA_shift,EDT_shift,ATA_season_autumn,ATA_season_spring,ATA_season_summer,ATA_season_winter,EDT_season_autumn,EDT_season_spring,EDT_season_summer,EDT_season_winter,ATA_inport,Length,Gross Tonnage,Breadth,ATA_berth_delay
9HGG9,9HGG9,SIDARI,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MTA,12.52,VANCOUVER,"FANGCHENG, GX",SELA,,,9363053,SELA,2024-09-27 08:57:00,2024-09-27 11:00:00,2024-09-27 21:21:00,2024-09-27 08:57:00,12.4,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,2,True,False,False,False,True,False,False,False,16,225.0,40327.0,32.0,10.35
H3BQ,H3BQ,MSC ELENI,CONTAINER,PAN,8.4,OPEN SEA,"YANTIAN, GD",KC16,MB,MB,9278143,KC16,2024-08-20 10:50:00,2024-08-24 12:00:00,2024-08-24 18:12:00,2024-08-20 10:50:00,103.36666666666666,15.5,400.0,350.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2,2,False,False,True,False,False,False,True,False,9,294.0,54881.0,32.0,6.2
CQHM,CQHM,ESL NHAVA SHEVA,CONTAINER,PTG,12.9,"NINGBO, ZJ",QINGDAO,KC10,WL,LKTPBS,9535199,KC12,2024-04-05 09:53:00,2024-04-06 00:01:00,2024-04-05 20:28:00,2024-04-05 09:53:00,10.583333333333334,,370.0,338.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,1,False,True,False,False,False,True,False,False,5,275.0,59307.0,40.0,3.55
BOWU6,BOWU6,BAO HONG 9,GENERAL / HEAVY LIFT CARGO,CHR,5.6,"OTHER, VIETNAM",INCHEON,SWLA,,,9592678,SWLA,2024-05-11 12:10:00,2024-05-11 23:00:00,2024-05-11 14:52:00,2024-05-11 12:10:00,2.7,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,3,False,True,False,False,False,True,False,False,8,110.0,4492.0,16.0,8.133333333333333
9V2792,9V2792,EVER SAFETY,CONTAINER,SNG,10.7,"YANTIAN, SHENZHEN","YANTIAN, SHENZHEN",KC2,MB,MB,9300465,KC2,2024-09-03 04:13:00,2024-09-03 23:00:00,2024-09-03 15:42:00,2024-09-03 04:13:00,11.483333333333333,15.5,370.0,305.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,3,True,False,False,False,True,False,False,False,9,299.0,76261.0,42.0,7.3
7JCG,7JCG,WHITE KINGDOM,OTHER,JPN,10.14,DUNG QUAT,"OTHER, CHINA (COAST)",SELA,,,9325075,SELA,2023-12-13 05:40:00,2023-12-13 23:00:00,2023-12-13 13:40:00,2023-12-13 05:40:00,8.0,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,3,False,False,False,True,False,False,False,True,3,203.0,46422.0,37.0,9.333333333333334
CQIX5,CQIX5,AS PATRIA,CONTAINER,PTG,10.4,"SHEKOU, SHENZHEN","SHANGHAI, SH",KC4,TSK,PT,9294525,KC11,2023-02-03 08:02:00,2023-02-03 17:30:00,2023-02-03 14:59:00,2023-02-03 08:02:00,6.95,15.5,340.0,338.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,3,False,False,False,True,False,False,False,True,4,210.0,27100.0,30.0,2.5166666666666666
MGIU8,MGIU8,ANGLO MARIE LOUISE,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,GBI,7.32,CAMPHA,ABBOT POINT,SELA,,,9490492,SELA,2023-10-17 00:02:00,2023-10-17 16:05:00,2023-10-17 09:48:00,2023-10-17 00:02:00,9.766666666666667,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,3,True,False,False,False,True,False,False,False,1,255.0,64100.0,43.0,6.283333333333333
YBTH2,YBTH2,MCC ANDALAS,CONTAINER,INA,7.0,"NANSHA, PANYU","NANSHAN, FJ",KC19,MB,MB,9499022,KC18,2024-08-05 08:01:00,2024-08-05 13:00:00,2024-08-05 11:08:00,2024-08-05 08:01:00,3.1166666666666667,16.5,400.0,300.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,2,False,False,True,False,False,False,True,False,5,147.0,9954.0,23.0,1.8666666666666667
D5IS6,D5IS6,ZIM XIAMEN,CONTAINER,LIB,10.3,"YANTIAN, SHENZHEN","YANTIAN, SHENZHEN",SELA,CIPBS,SNCPBW,9710232,SELA,2024-08-31 06:29:00,2024-09-01 20:00:00,2024-09-01 09:21:00,2024-08-31 06:29:00,26.866666666666667,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1,3,False,False,True,False,True,False,False,False,10,299.0,94416.0,48.0,10.65
3ELU6,3ELU6,GOLDEN LOTUS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,5.6,"XIAMEN, FJ",HONGAI,SWLA,,,9211559,SWLA,2024-05-06 10:37:00,2024-05-06 23:59:00,2024-05-06 16:10:00,2024-05-06 10:37:00,5.55,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,3,False,True,False,False,False,True,False,False,4,172.0,17928.0,27.0,7.816666666666666
BQMO,BQMO,JIA XI,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,7.3,SAMARINDA,"BUNATI, INDONESIA",SELA,WL,LKTPBS,9465796,SELA,2024-10-03 22:42:00,2024-10-04 10:00:00,2024-10-04 07:36:00,2024-10-03 22:42:00,8.9,7.5,400.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,3,2,True,False,False,False,True,False,False,False,17,225.0,40170.0,32.0,2.4
A8IS7,A8IS7,DAPHNE,CONTAINER,LIB,10.0,"SHEKOU, SHENZHEN",SINGAPORE,KC5,TSK,WL,9298648,KC2,2023-11-20 09:08:00,2023-11-20 23:59:00,2023-11-20 19:44:00,2023-11-20 09:08:00,10.6,15.5,370.0,305.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,3,True,False,False,False,True,False,False,False,5,220.0,35881.0,32.0,4.25
2JAC4,2JAC4,CAPE STORK,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,GBI,10.5,MAILIAO,"OTHER, AUSTRALIA",SELA,,,9484807,SELA,2023-01-02 21:47:00,2023-01-04 11:28:00,2023-01-03 05:42:00,2023-01-02 21:47:00,7.916666666666667,7.5,400.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,2,False,False,False,True,False,False,False,True,3,291.0,92050.0,45.0,29.766666666666666
3EFR5,3EFR5,CRIMSON JADE,CHEMICAL,PAN,10.3,"NANJING, JS",YOSU,PAFF,,,9812743,SLA,2023-01-02 17:28:00,2023-01-04 18:00:00,2023-01-04 20:03:00,2023-01-02 17:28:00,50.583333333333336,7.5,400.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,3,False,False,False,True,False,False,False,True,2,186.0,30523.0,32.0,2.05
5BMM4,5BMM4,CAPE ARAXOS,CONTAINER,CYP,10.0,HAIPHONG,CHITTAGONG,KC10,MB,CIPBW,9696084,KC6,2024-09-28 08:44:00,2024-09-28 16:00:00,2024-09-28 19:25:00,2024-09-28 08:44:00,10.683333333333334,14.2,350.0,564.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,3,True,False,False,False,True,False,False,False,16,184.0,25165.0,30.0,3.4166666666666665
VRNX4,VRNX4,SUNNY CALLA,CONTAINER,HKG,8.33,"SHEKOU, SHENZHEN",HAIPHONG,KC7,TSK,WL,9698381,KC7,2023-08-02 21:36:00,2023-08-03 12:00:00,2023-08-03 10:30:00,2023-08-02 21:36:00,12.9,15.5,350.0,564.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2,False,False,True,False,False,False,True,False,3,141.0,9563.0,22.0,1.5
9VJD4,9VJD4,INTERASIA HORIZON,CONTAINER,SNG,11.3,OPEN SEA,"SHEKOU, SHENZHEN",KC6,PT,TSK,9351050,KC6,2024-09-07 02:12:00,2024-09-07 12:00:00,2024-09-07 13:31:00,2024-09-07 02:12:00,11.316666666666666,14.2,350.0,564.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,2,True,False,False,False,True,False,False,False,12,260.0,39906.0,32.0,1.5166666666666666
S6AS7,S6AS7,WAN HAI 501,CONTAINER,SNG,12.3,"SHEKOU, SHENZHEN","SHEKOU, SHENZHEN",LKTPBW,TSK,WL,9294848,KC12,2023-10-28 15:38:00,2023-10-29 04:00:00,2023-10-29 04:02:00,2023-10-28 15:38:00,12.4,,370.0,338.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,1,True,False,False,False,True,False,False,False,4,268.0,42532.0,32.0,0.03333333333333333
V7OX5,V7OX5,CAPE FELTON,CONTAINER,MAR,8.3,"YANTIAN, SHENZHEN",KAOHSIUNG,KC10,MB,MB,9379375,KC10,2023-03-23 01:22:00,2023-03-29 06:30:00,2023-03-29 07:05:00,2023-03-23 01:22:00,149.71666666666667,15.5,370.0,700.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1,False,True,False,False,False,True,False,False,4,170.0,15995.0,25.0,0.5833333333333334
3EMI4,3EMI4,OSLO TRADER,CONTAINER,PAN,9.6,"YANTIAN, SHENZHEN",MELBOURNE,KC17,MB,SNCPBS,9817925,KC17,2024-06-10 08:03:00,2024-06-10 17:00:00,2024-06-10 14:37:00,2024-06-10 08:03:00,6.566666666666666,16.5,400.0,300.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,3,False,False,True,False,False,False,True,False,4,172.0,19035.0,28.0,2.3833333333333333
V7A4845,V7A4845,GABRIELA A,CONTAINER,MAR,7.0,"SHEKOU, SHENZHEN","OTHER, SOUTH AFRICA",WA3,TSK,WL,9312432,KC2,2024-04-10 09:51:00,2024-04-10 23:00:00,2024-04-10 21:03:00,2024-04-10 09:51:00,11.2,15.5,370.0,305.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,3,False,True,False,False,False,True,False,False,8,215.0,27915.0,29.0,1.95
9HNV9,9HNV9,RIO GRANDE,CONTAINER,MTA,9.85,"SHEKOU, SHENZHEN","SHEKOU, SHENZHEN",KC14,TSK,WL,9363376,KC14,2024-05-31 03:07:00,2024-05-31 18:00:00,2024-05-31 18:43:00,2024-05-31 03:07:00,15.6,15.5,370.0,338.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,3,False,True,False,False,False,True,False,False,7,260.0,40030.0,32.0,0.7166666666666667
BQQR,BQQR,REN JIAN 25,CONTAINER,CHR,10.2,"NINGBO, ZJ","SHANGHAI, SH",KC10,WL,TSK,9450935,KC10,2024-02-18 00:16:00,2024-02-18 12:30:00,2024-02-18 11:00:00,2024-02-18 00:16:00,10.733333333333333,15.5,370.0,700.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,2,False,False,False,True,False,False,False,True,6,260.0,42112.0,32.0,1.5
BKIC,BKIC,EVER LIBRA,CONTAINER,CHT,11.6,"YANTIAN, SHENZHEN","YANTIAN, SHENZHEN",KC9,CIPBS,MB,9595486,KC9,2024-08-26 17:01:00,2024-08-27 23:00:00,2024-08-27 22:56:00,2024-08-26 17:01:00,29.916666666666668,16.0,400.0,450.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,3,False,False,True,False,False,False,True,False,7,334.0,98882.0,48.0,0.06666666666666667
5VBT9,5VBT9,GUO MAO 1,GENERAL / HEAVY LIFT CARGO,TOG,5.5,"OTHER, VIETNAM",INCHEON,SWLA,,,8656960,SWLA,2023-03-08 05:53:00,2023-03-08 12:00:00,2023-03-08 12:38:00,2023-03-08 05:53:00,6.75,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,2,False,True,False,False,False,True,False,False,2,99.0,2998.0,15.0,0.6333333333333333
3EPF5,3EPF5,MCC DANANG,CONTAINER,PAN,8.3,HO CHI MINH CITY,"YANTIAN, GD",KC19,MB,MB,9823742,KC19,2024-07-29 01:37:00,2024-07-29 09:30:00,2024-07-29 11:09:00,2024-07-29 01:37:00,9.533333333333333,16.5,400.0,300.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,2,False,False,True,False,False,False,True,False,3,185.0,32828.0,36.0,1.65
9HA5763,9HA5763,CMA CGM SANTOS,CONTAINER,MTA,10.5,"SHEKOU, SHENZHEN",SINGAPORE,KC10,LKTPBW,WL,9649835,KC10,2023-03-20 20:42:00,2023-03-21 11:00:00,2023-03-21 12:06:00,2023-03-20 20:42:00,15.4,15.5,370.0,700.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,2,False,True,False,False,False,True,False,False,2,228.0,42814.0,37.0,1.1
C6FM4,C6FM4,UNITY LIGHT,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,BAH,7.36,"OTHER, CHINA (COAST)","OTHER, CHINA (COAST)",SWLA,,,9832444,SWLA,2024-07-24 10:55:00,2024-07-24 23:09:00,2024-07-24 18:40:00,2024-07-24 10:55:00,7.75,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,3,False,False,True,False,False,False,True,False,8,179.0,22683.0,30.0,4.483333333333333
5BTB4,5BTB4,AEOLIAN LIGHT,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CYP,7.4,"OTHER, CHINA (COAST)",OPEN SEA,SELA,,,9323053,SELA,2023-12-08 22:16:00,2023-12-09 13:00:00,2023-12-09 20:14:00,2023-12-08 22:16:00,21.966666666666665,7.5,400.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,2,False,False,False,True,False,False,False,True,7,228.0,43151.0,32.0,7.233333333333333
C6WS5,C6WS5,HYPERION,CONTAINER,BAH,7.0,HO CHI MINH CITY,"NANSHAN, FJ",KC2,PT,TSK,9403853,KC2,2023-05-06 00:06:00,2023-05-06 10:34:00,2023-05-06 07:01:00,2023-05-06 00:06:00,6.916666666666667,15.5,370.0,305.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,2,False,True,False,False,False,True,False,False,4,148.0,9971.0,23.0,3.55
7KJE,7KJE,ONE MANEUVER,CONTAINER,JPN,8.0,YANGSHAN,OPEN SEA,YLD,MB,MB,9475648,SELA,2024-04-30 11:51:00,2024-05-07 10:51:00,2024-05-06 14:09:00,2024-04-30 11:51:00,146.3,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,False,True,False,False,False,True,False,False,5,301.0,78316.0,43.0,20.7
VROH8,VROH8,YM WELLHEAD,CONTAINER,HKG,13.0,"SHEKOU, SHENZHEN",QINGDAO,KC5,TSK,WL,9684665,KC5,2024-05-22 02:17:00,2024-05-22 23:59:00,2024-05-22 19:03:00,2024-05-22 02:17:00,16.766666666666666,15.5,400.0,472.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,3,False,True,False,False,False,True,False,False,2,368.0,144651.0,51.0,4.933333333333334
9WUS7,9WUS7,DANUM 175,CONTAINER,MAL,8.7,"SHEKOU, SHENZHEN","OTHER, VIETNAM",SWLA,TSK,PT,9248930,SWLA,2023-09-19 00:27:00,2023-09-19 12:00:00,2023-09-19 06:07:00,2023-09-19 00:27:00,5.666666666666667,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,2,True,False,False,False,True,False,False,False,5,154.0,14308.0,25.0,5.883333333333334
D7PA,D7PA,PAN EDELWEISS,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,KRS,6.8,"YANTAI, SD",OPEN SEA,SELA,,,9449508,SELA,2023-01-03 05:49:00,2023-01-03 18:00:00,2023-01-03 13:17:00,2023-01-03 05:49:00,7.466666666666667,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,3,False,False,False,True,False,False,False,True,4,179.0,20763.0,28.0,4.716666666666667
9HA5635,9HA5635,CMA CGM NANTONG,CONTAINER,MTA,11.9,"SHANGHAI, SH","SHEKOU, SHENZHEN",SELA,WL,TSK,9349629,SELA,2024-07-21 23:29:00,2024-07-22 18:00:00,2024-07-22 15:29:00,2024-07-21 23:29:00,16.0,7.5,400.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,3,False,False,True,False,False,False,True,False,6,264.0,42020.0,32.0,2.5166666666666666
D8YJ,D8YJ,MANDALA,CHEMICAL,KRS,7.4,TAICHUNG,MAILIAO,SLA,,,9200598,SLA,2023-02-26 13:02:00,2023-02-27 15:00:00,2023-02-26 22:25:00,2023-02-26 13:02:00,9.383333333333333,7.5,400.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2,2,False,False,False,True,False,False,False,True,3,117.0,6294.0,20.0,16.583333333333332
3WON,3WON,SEA DREAM,GENERAL / HEAVY LIFT CARGO,VNM,7.9,TOLEDO,"HUANGPU, GD",SELA,,,9407653,SELA,2023-12-17 22:01:00,2023-12-18 00:00:00,2023-12-18 06:56:00,2023-12-17 22:01:00,8.916666666666666,7.5,400.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3,1,False,False,False,True,False,False,False,True,7,136.0,8216.0,20.0,6.933333333333334
V7QK6,V7QK6,SILVER ELLIE,"TANKER (CRUDE,FUEL,DIESEL,LUB)",MAR,9.0,SINGAPORE,SINGAPORE,SHELL,,,9692387,SHELL,2023-01-05 11:44:00,2023-01-10 23:59:00,2023-01-10 11:51:00,2023-01-05 11:44:00,120.11666666666666,14.5,245.0,226.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,3,False,False,False,True,False,False,False,True,4,183.0,29327.0,32.0,12.133333333333333
3EEY6,3EEY6,UNI WINNER,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,PAN,7.6,"RIZHAO, SD",CHANMAY,ELC,,,9303120,SELA,2024-01-27 07:30:00,2024-01-27 15:00:00,2024-01-27 14:18:00,2024-01-27 07:30:00,6.8,7.5,400.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1,2,False,False,False,True,False,False,False,True,8,203.0,45011.0,37.0,0.7
V7A2266,V7A2266,STREAM BALTIC,"TANKER (CRUDE,FUEL,DIESEL,LUB)",MAR,10.4,"FANGCHENG, GX",PANAMA CITY,SLA,,,9838668,SLA,2023-01-04 22:47:00,2023-01-04 23:00:00,2023-01-05 06:09:00,2023-01-04 22:47:00,7.366666666666666,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,3,False,False,False,True,False,False,False,True,4,146.0,11900.0,24.0,7.15
V7CR2,V7CR2,SAFEEN PRIME,CONTAINER,MAR,9.8,"SHEKOU, SHENZHEN",QINGDAO,KC9,TSK,WL,9504607,KC9,2023-04-03 00:56:00,2023-04-03 16:30:00,2023-04-03 16:28:00,2023-04-03 00:56:00,15.533333333333333,16.0,400.0,450.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,3,False,True,False,False,False,True,False,False,5,208.0,26374.0,30.0,0.03333333333333333
VRQP6,VRQP6,COSCO SHIPPING THAMES,CONTAINER,HKG,9.0,"NINGBO, ZJ","XIAMEN, FJ",ELC,MB,MB,9731937,KC13,2024-08-24 08:31:00,2024-08-24 20:00:00,2024-08-24 20:11:00,2024-08-24 08:31:00,11.666666666666666,15.5,370.0,338.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,3,False,False,True,False,False,False,True,False,6,299.0,94623.0,48.0,0.18333333333333332
9V6677,9V6677,MAERSK RUBICON,CONTAINER,SNG,12.95,HAIPHONG,SANTOS,KC18,MB,MB,9632480,KC18,2024-08-30 03:40:00,2024-08-30 11:00:00,2024-08-30 11:20:00,2024-08-30 03:40:00,7.666666666666667,16.5,400.0,300.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1,2,False,False,True,False,False,False,True,False,9,249.0,51032.0,37.0,0.3333333333333333
2BOV9,2BOV9,COSCO ANTWERP,CONTAINER,GBI,12.8,OPEN SEA,"YANTIAN, SHENZHEN",MB,MB,MB,9246396,KC14,2024-05-14 19:50:00,2024-05-15 08:00:00,2024-05-15 02:06:00,2024-05-14 19:50:00,6.266666666666667,15.5,370.0,338.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,2,False,True,False,False,False,True,False,False,2,280.0,65531.0,39.0,5.9
VRUO2,VRUO2,OOCL OAKLAND,CONTAINER,HKG,10.5,KAOHSIUNG,"YANTIAN, SHENZHEN",KC14,MB,MB,9367190,KC14,2024-09-20 09:14:00,2024-09-21 06:00:00,2024-09-21 08:48:00,2024-09-20 09:14:00,23.566666666666666,15.5,370.0,338.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2,1,True,False,False,False,True,False,False,False,14,280.0,66462.0,40.0,2.8
9V3465,9V3465,WAN HAI 612,CONTAINER,SNG,10.3,SUEZ,"XIAMEN, FJ",KC9,WL,TSK,9224518,KC9,2023-11-11 23:35:00,2023-11-12 12:30:00,2023-11-12 13:01:00,2023-11-11 23:35:00,13.433333333333334,16.0,400.0,450.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3,2,True,False,False,False,True,False,False,False,3,284.0,68687.0,40.0,0.5166666666666667
A8KS7,A8KS7,YM INTERACTION,CONTAINER,LIB,8.9,KAOHSIUNG,HAIPHONG,KC11,,,9333993,KC11,2024-07-22 22:25:00,2024-07-22 23:00:00,2024-07-23 07:30:00,2024-07-22 22:25:00,9.083333333333334,15.5,340.0,338.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3,3,False,False,True,False,False,False,True,False,6,172.0,16488.0,27.0,8.5
VRKR5,VRKR5,COSCO DURBAN,CONTAINER,HKG,9.6,YANGPU,"XINGANG, TIANJIN, TJ",KC,,,9484297,KC13,2024-09-30 16:15:00,2024-10-01 08:30:00,2024-10-01 05:34:00,2024-09-30 16:15:00,13.316666666666666,15.5,370.0,338.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,2,True,False,False,False,True,False,False,False,19,261.0,40447.0,32.0,2.933333333333333
V7WW4,V7WW4,ODYSSEUS N,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MAR,12.8,VANCOUVER,OPEN SEA,SELA,,,9490442,SELA,2024-02-07 01:36:00,2024-02-08 10:52:00,2024-02-07 14:46:00,2024-02-07 01:36:00,13.166666666666666,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,2,False,False,False,True,False,False,False,True,5,229.0,43507.0,32.0,20.1
9V5905,9V5905,ALS VENUS,CONTAINER,SNG,11.2,LAEM CHABANG,"SHANGHAI, SH",KC2,MB,CIPBS,9525948,KC17,2023-08-26 15:25:00,2023-08-26 20:00:00,2023-08-26 20:06:00,2023-08-26 15:25:00,4.683333333333334,16.5,400.0,300.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2,3,False,False,True,False,False,False,True,False,4,208.0,26374.0,29.0,0.1
XVGU7,XVGU7,HAIAN VIEW,CONTAINER,VNM,6.4,HAIPHONG,KAOHSIUNG,KC7,,,9470727,KC10,2024-04-09 08:11:00,2024-04-09 23:00:00,2024-04-09 14:08:00,2024-04-09 08:11:00,5.95,15.5,370.0,700.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,False,True,False,False,False,True,False,False,3,171.0,17280.0,27.0,8.866666666666667
BLBN9,BLBN9,BEI LUN HAI SHI,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,CHR,7.2,"CHAOZHOU, GD","OTHER, INDONESIA",SELA,,,9207766,SELA,2023-09-17 11:35:00,2023-09-17 18:00:00,2023-09-17 16:45:00,2023-09-17 11:35:00,5.166666666666667,7.5,400.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,3,True,False,False,False,True,False,False,False,4,225.0,40072.0,32.0,1.25
H3WJ,H3WJ,GRACE BRIDGE,CONTAINER,PAN,11.26,BUSAN,JAKARTA,KC7,,,9292266,KC7,2023-01-04 03:50:00,2023-01-04 21:30:00,2023-01-04 21:29:00,2023-01-04 03:50:00,17.65,15.5,350.0,564.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,3,False,False,False,True,False,False,False,True,4,294.0,54519.0,32.0,0.016666666666666666
ELZY3,ELZY3,GROTON,CONTAINER,LIB,10.8,"NANSHA, PANYU","NANSHA, PANYU",YLD,LKTPBW,PT,9246310,SELA,2023-12-15 11:25:00,2023-12-15 18:00:00,2023-12-15 11:25:00,2023-12-15 11:25:00,0.0,7.5,400.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,3,False,False,False,True,False,False,False,True,6,211.0,27322.0,29.0,6.583333333333333
BVKQ5,BVKQ5,REN JIAN 8,CONTAINER,CHR,11.5,"SHANTOU, GD","SHEKOU, SHENZHEN",SELA,,,9326756,SELA,2024-02-12 09:15:00,2024-02-12 17:00:00,2024-02-12 09:21:00,2024-02-12 09:15:00,0.1,7.5,400.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,3,False,False,False,True,False,False,False,True,3,264.0,41899.0,32.0,7.65
V7PP3,V7PP3,BETTYS DREAM,BULK/ WOODCHIP/ CEMENT/ ORE CARRIER,MAR,6.85,"OTHER, CHINA (COAST)",SINGAPORE,NLA,,,9460916,SWLA,2023-05-23 15:32:00,2023-05-24 18:00:00,2023-05-23 22:10:00,2023-05-23 15:32:00,6.633333333333334,7.5,400.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,False,True,False,False,False,True,False,False,3,228.0,43152.0,32.0,19.833333333333332
7JWH,7JWH,MOL COURAGE,CONTAINER,JPN,10.85,OPEN SEA,"YANTIAN, SHENZHEN",KC2,MB,MB,9321263,KC2,2024-08-14 19:49:00,2024-08-15 08:30:00,2024-08-15 14:12:00,2024-08-14 19:49:00,18.383333333333333,15.5,370.0,305.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2,False,False,True,False,False,False,True,False,12,316.0,87013.0,45.0,5.7
9HA5470,9HA5470,CNC BANGKOK,CONTAINER,MTA,8.6,KOBE,"NANSHA, PANYU",KC8,WL,TSK,9706279,KC7,2024-08-10 13:51:00,2024-08-11 18:00:00,2024-08-11 03:09:00,2024-08-10 13:51:00,13.3,15.5,350.0,564.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,3,False,False,True,False,False,False,True,False,8,171.0,17907.0,27.0,14.85
BPBN,BPBN,XIN FANG CHENG,CONTAINER,CHR,9.3,BALBOA,"SHEKOU, SHENZHEN",KC12,WL,TSK,9309930,KC12,2023-03-13 20:40:00,2023-03-14 09:30:00,2023-03-14 07:33:00,2023-03-13 20:40:00,10.883333333333333,,370.0,338.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,2,False,True,False,False,False,True,False,False,3,263.0,41482.0,32.0,1.95
H3XY,H3XY,BOHAI STAR,CONTAINER,PAN,6.6,DANANG,"SHEKOU, SHENZHEN",SWLA,S,LKTPBS,9224362,SWLA,2023-09-27 13:12:00,2023-09-27 19:00:00,2023-09-27 19:46:00,2023-09-27 13:12:00,6.566666666666666,7.5,400.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,3,True,False,False,False,True,False,False,False,4,127.0,7409.0,20.0,0.7666666666666667
